# time,x,y,yaw,truth_x,truth_y,truth_yaw
4.800000000000000377e-01,6.834000000000001185e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.800000000000003264e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,1.125599999999999656e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000717e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000044e-01,1.487399999999999278e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.480000000000001037e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.080000000000000071e+00,1.889399999999998858e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.880000000000001392e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000027e+00,2.291399999999998438e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.280000000000001747e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.479999999999999982e+00,2.693413618555984823e-01,7.804322157073399682e-04,-3.489999999999979230e-03,2.680000000000001825e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.680000000000000160e+00,3.095411170358372543e-01,6.401345005144448794e-04,-3.489999999999979230e-03,3.080000000000002180e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.879999999999999893e+00,3.497408722160760264e-01,4.998367853215532602e-04,-3.489999999999972291e-03,3.480000000000002536e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.080000000000000071e+00,3.899406273963146874e-01,3.595390701286586051e-04,-3.489999999999972291e-03,3.880000000000002891e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.280000000000000249e+00,4.301403825765534594e-01,2.192413549357637333e-04,-3.489999999999972291e-03,4.280000000000003246e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.479999999999999982e+00,4.703401377567923425e-01,7.894363974286951191e-05,-3.489999999999972291e-03,4.680000000000003602e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.680000000000000160e+00,5.105398929370310590e-01,-6.135407545002514312e-05,-3.489999999999972291e-03,5.080000000000003402e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.879999999999999893e+00,5.507396481172696090e-01,-2.016517906429161119e-04,-3.489999999999972291e-03,5.480000000000003757e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.080000000000000071e+00,5.909394032975084921e-01,-3.419495058358107669e-04,-3.489999999999972291e-03,5.880000000000004112e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.280000000000000249e+00,6.311391584777471531e-01,-4.822472210287058556e-04,-3.489999999999972291e-03,6.280000000000004468e-01,0.000000000000000000e+00,0.000000000000000000e+00
