# time,x,y,yaw,truth_x,truth_y,truth_yaw
1.088000000000000078e+01,3.296400000000002661e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.280000000000002358e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.108000000000000007e+01,3.698400000000005017e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.680000000000002713e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.127999999999999936e+01,4.100400000000007372e-01,-1.161880830674892824e-18,0.000000000000000000e+00,4.080000000000003069e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.148000000000000043e+01,4.502400000000009728e-01,1.104431932683717308e-17,2.775557561562891351e-17,4.480000000000003424e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.167999999999999972e+01,4.904400000000012083e-01,1.216009346658546195e-17,2.775557561562891351e-17,4.880000000000003779e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.188000000000000078e+01,5.306400000000015549e-01,1.610228293782400032e-17,2.775557561562891351e-17,5.280000000000003579e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.208000000000000007e+01,5.708400000000017904e-01,1.792466091044484963e-17,2.775557561562891351e-17,5.680000000000003935e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.227999999999999936e+01,6.110400000000020260e-01,1.904043505019313849e-17,2.775557561562891351e-17,6.080000000000004290e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.248000000000000043e+01,6.512400000000021505e-01,2.832587244682320681e-17,2.775557561562891351e-17,6.480000000000004645e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.267999999999999972e+01,6.914400000000023860e-01,2.944164658657150184e-17,2.775557561562891351e-17,6.880000000000005000e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.288000000000000078e+01,7.316400000000026216e-01,3.493157413237874872e-17,2.775557561562891351e-17,7.280000000000005356e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.308000000000000007e+01,7.718400000000028571e-01,3.604734827212703758e-17,2.775557561562891351e-17,7.680000000000005711e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.327999999999999936e+01,8.120400000000030927e-01,3.716312241187532644e-17,2.775557561562891351e-17,8.080000000000006066e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.348000000000000043e+01,8.522400000000032172e-01,3.861717617453456072e-17,2.775557561562891351e-17,8.480000000000006422e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.366000000000000014e+01,8.884200000000034292e-01,3.962137290030802378e-17,2.775557561562891351e-17,8.840000000000006741e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.388000000000000078e+01,9.326400000000035773e-01,5.679945609259158764e-17,2.775557561562891351e-17,9.280000000000007132e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.408000000000000007e+01,9.728400000000038128e-01,6.190291314197998264e-17,2.775557561562891351e-17,9.680000000000007487e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.427999999999999936e+01,1.013040000000003715e+00,6.301868728172826534e-17,2.775557561562891351e-17,1.008000000000000673e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.448000000000000043e+01,1.053240000000002841e+00,5.962161498519603962e-17,2.775557561562891351e-17,1.048000000000000709e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.467999999999999972e+01,1.093440000000001966e+00,6.073738912494429767e-17,2.775557561562891351e-17,1.088000000000000744e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.488000000000000078e+01,1.133640000000001091e+00,6.305855596333594339e-17,2.775557561562891351e-17,1.128000000000000780e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.508000000000000007e+01,1.173840000000000217e+00,6.447567827774504527e-17,2.775557561562891351e-17,1.168000000000000815e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.527999999999999936e+01,1.214039999999999342e+00,6.559145241749330332e-17,2.775557561562891351e-17,1.208000000000000851e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.548000000000000043e+01,1.244239999999998236e+00,7.781313150923776774e-17,2.775557561562891351e-17,1.248000000000000886e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.569999999999999929e+01,1.288459999999997274e+00,7.904048306296084543e-17,2.775557561562891351e-17,1.292000000000000925e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.588000000000000078e+01,1.332639999999996494e+00,8.589870093149867925e-17,2.775557561562891351e-17,1.328000000000000957e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.607999999999999829e+01,1.374839999798995516e+00,8.847798035135916868e-17,2.775557561562891351e-17,1.368000000000000993e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.628000000000000114e+01,1.415039999999994746e+00,8.959375449668630036e-17,2.775557561562891351e-17,1.408000000000001029e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.648000000000000043e+01,1.455239999999994094e+00,9.413784627570311522e-17,2.775557561562891351e-17,1.448000000000001064e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.667999999999999972e+01,1.495439999999993219e+00,9.525362041545138560e-17,2.775557561562891351e-17,1.488000000000001100e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.687999999999999901e+01,1.535639999798992239e+00,1.032861441557184627e-16,2.775557561562891351e-17,1.528000000000001135e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.710000000000000142e+01,1.579859999999991382e+00,1.045134957150204140e-16,2.775557561562891351e-17,1.572000000000001174e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.728000000000000114e+01,1.616039999999990595e+00,1.055176924407938524e-16,2.775557561562891351e-17,1.608000000000001206e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750000000000000000e+01,1.650259999999989624e+00,1.141210055321231507e-16,2.775557561562891351e-17,1.652000000000001245e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.767999999999999972e+01,1.686439999999988837e+00,1.151252022578965767e-16,2.775557561562891351e-17,1.688000000000001277e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.787999999999999901e+01,1.734639999999987969e+00,1.232248447270575277e-16,2.775557561562891351e-17,1.728000000000001313e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.807999999999999829e+01,1.776839999999987096e+00,1.260865859491589620e-16,2.775557561562891351e-17,1.768000000000001348e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.828000000000000114e+01,1.817039999999986222e+00,1.272023600889072077e-16,2.775557561562891351e-17,1.808000000000001384e+00,0.000000000000000000e+00,0.000000000000000000e+00
