# time,x,y,yaw,truth_x,truth_y,truth_yaw
4.800000000000000377e-01,6.800000000000003264e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.800000000000003264e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000000488e-01,1.080000000000000682e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.080000000000000682e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000044e-01,1.480000000000001037e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.480000000000001037e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.080000000000000071e+00,1.880000000000001392e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.880000000000001392e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000027e+00,2.280000000000001747e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.280000000000001747e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.479999999999999982e+00,2.680013641698154037e-01,7.817584130151289520e-04,-3.489999999999979230e-03,2.680000000000001825e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.680000000000000160e+00,3.080011205680627251e-01,6.421586964052837954e-04,-3.489999999999979230e-03,3.080000000000002180e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.879999999999999893e+00,3.480008769663100465e-01,5.025589797954452525e-04,-3.489999999999972291e-03,3.480000000000002536e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.080000000000000071e+00,3.880006333645573124e-01,3.629592631856004212e-04,-3.489999999999972291e-03,3.880000000000002891e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.280000000000000249e+00,4.280003897628046339e-01,2.233595465757640466e-04,-3.489999999999972291e-03,4.280000000000003246e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+00,4.720001218008766930e-01,6.979985830493683555e-05,-3.489999999999972291e-03,4.720000000000003637e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.680000000000000160e+00,5.079999025592990547e-01,-5.583988664392344758e-05,-3.489999999999972291e-03,5.080000000000003402e-01,0.000000000000000000e+00,0.000000000000000000e+00
