# time,x,y,yaw,truth_x,truth_y,truth_yaw
4.800000000000000377e-01,7.236000000000000765e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000003619e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000000488e-01,1.125599999999999656e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000717e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000044e-01,1.527599999999999236e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.520000000000001072e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.080000000000000071e+00,1.929599999999998816e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000001428e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000027e+00,2.331599999999998396e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.320000000000001783e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.479999999999999982e+00,2.733613618555986169e-01,7.804322157073413776e-04,-3.489999999999979230e-03,2.720000000000001861e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.680000000000000160e+00,3.135611170358373334e-01,6.401345005144461805e-04,-3.489999999999979230e-03,3.120000000000002216e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.879999999999999893e+00,3.537608722160760499e-01,4.998367853215547781e-04,-3.489999999999972291e-03,3.520000000000002571e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.080000000000000071e+00,3.939606273963148220e-01,3.595390701286599062e-04,-3.489999999999972291e-03,3.920000000000002927e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.280000000000000249e+00,4.341603825765534275e-01,2.192413549357652511e-04,-3.489999999999972291e-03,4.320000000000003282e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.479999999999999982e+00,4.743601377567921440e-01,7.894363974287688449e-05,-3.489999999999972291e-03,4.720000000000003637e-01,0.000000000000000000e+00,0.000000000000000000e+00
