# time,x,y,yaw,truth_x,truth_y,truth_yaw
4.280000000000000249e+00,2.424033618181830607e-01,-1.369937399232790468e-02,1.467802830825699345e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.480000000000000426e+00,2.424033618181830607e-01,-1.369937399232790468e-02,1.467802830825699345e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.679999999999999716e+00,2.424033618181830607e-01,-1.369937399232790468e-02,1.467802830825699345e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.879999999999999893e+00,2.424033618181830607e-01,-1.369937399232790468e-02,1.829602830825699245e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000422e-02
5.080000000000000071e+00,2.424033618181830607e-01,-1.369937399232790468e-02,2.231602830825699935e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.600000000000001199e-02
5.280000000000000249e+00,2.056325568027996264e-01,-2.545172352267134966e-02,2.208276855836374397e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.160000000000000753e-01
5.480000000000000426e+00,1.964398555489537679e-01,-2.838981090525720744e-02,2.503945362089042281e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.560000000000000830e-01
5.679999999999999716e+00,1.660893987289254192e-01,-1.699532547800659474e-02,2.485766459782761395e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.960000000000000908e-01
5.879999999999999893e+00,1.167692077134166728e-01,-1.639919623301133245e-03,2.671699997986146657e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.360000000000002096e-01
6.080000000000000071e+00,1.044391599595394932e-01,2.198931840375231098e-03,3.019683382536994531e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.760000000000001896e-01
6.280000000000000249e+00,8.921624200182105835e-02,5.638207343459500538e-03,3.316898077101309572e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.160000000000002807e-01
6.480000000000000426e+00,6.582628772960746888e-02,1.153964999854087230e-02,3.527622820783683499e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.440000000000003055e-01
6.679999999999999716e+00,5.997879916155406804e-02,1.301501066231121502e-02,3.509954006704275598e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.440000000000003055e-01
6.879999999999999893e+00,5.997879916155406804e-02,1.301501066231121502e-02,3.509954006704275598e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.440000000000003055e-01
7.080000000000000071e+00,5.997879916155406804e-02,1.301501066231121502e-02,3.509954006704275598e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.440000000000003055e-01
7.280000000000000249e+00,5.997879916155406804e-02,1.301501066231121502e-02,3.509954006704275598e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.440000000000003055e-01
7.480000000000000426e+00,5.997879916155406804e-02,1.301501066231121502e-02,3.509954006704275598e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.440000000000003055e-01
7.679999999999999716e+00,5.997879916155406804e-02,1.301501066231121502e-02,3.459704006704276691e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.390000000000004121e-01
7.879999999999999893e+00,5.997879916155406804e-02,1.301501066231121502e-02,3.207447750454274771e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.138998750000005500e-01
8.080000000000000071e+00,5.997879916155406804e-02,1.301501066231121502e-02,2.751160125235372345e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.684981212468757206e-01
8.279999999999999361e+00,5.997879916155406804e-02,1.301501066231121502e-02,2.148160128250372614e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.084981212468756673e-01
8.480000000000000426e+00,5.206940582409035068e-02,1.839729216300815123e-02,1.509334417440313936e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.484981212468756695e-01
8.679999999999999716e+00,4.537914397460369315e-02,2.359889205575917484e-02,8.889715025180466856e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.849812124687557457e-02
8.880000000000000782e+00,3.844680518662282193e-02,2.387017034394931306e-02,2.676500358700269200e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.849812124687556292e-02
9.080000000000000071e+00,6.123956537899845343e-02,2.445952825137984177e-02,1.254453088270616329e-02,3.417591068369360552e-02,6.290680737275687433e-04,1.336768646426686122e-02
9.279999999999999361e+00,9.890916022536877517e-02,2.479941548187482303e-02,3.978395431375725093e-03,7.417457444609246164e-02,9.362929708014192066e-04,4.498121246875552877e-03
9.480000000000000426e+00,1.328943839474179545e-01,2.290198796439079157e-02,-1.307680720184195740e-02,1.127193568723546396e-01,8.229100568059170059e-04,-1.219753092703749868e-02
9.679999999999999716e+00,1.715324178959944379e-01,2.165474070604929413e-02,-2.677886872971160098e-02,1.523480777540674458e-01,5.913336748682271500e-05,-2.576274831834185139e-02
9.880000000000000782e+00,2.051052345996971504e-01,2.013131849381856464e-02,-3.975567068551492944e-02,1.908737116597148953e-01,-1.170273294846502568e-03,-3.671927005747228911e-02
1.008000000000000007e+01,2.434354902014959632e-01,1.943587882973058997e-02,-4.573487615388588390e-02,2.308405945092551481e-01,-2.795114504373027303e-03,-4.454535701399401498e-02
1.027999999999999936e+01,2.816689246931305401e-01,1.779940278121473762e-02,-5.312859056445690814e-02,2.693408694317137031e-01,-4.658818915784818972e-03,-5.237144397051574779e-02
1.048000000000000043e+01,3.202373698576288508e-01,1.311142828670691651e-02,-5.691341661881500757e-02,3.089190498076731517e-01,-6.805438795938634905e-03,-5.550187875312443536e-02
1.067999999999999972e+01,3.580115820806413773e-01,9.902742634420206441e-03,-5.927372093504139350e-02,3.488545168896997617e-01,-9.076465340952060562e-03,-5.811057440529833473e-02
1.088000000000000078e+01,3.957245870361222329e-01,7.363807426645245166e-03,-6.183010136192407247e-02,3.869689081458240754e-01,-1.134441015835293068e-02,-6.071927005747224798e-02
1.108000000000000007e+01,4.400209167125021525e-01,4.576948972454758166e-03,-6.495840512484035711e-02,4.268925054054589219e-01,-1.381543234909589010e-02,-6.228448744877657789e-02
1.127999999999999936e+01,4.810692629299946343e-01,7.969326760854378300e-04,-6.332140024677984647e-02,4.668149433370366030e-01,-1.630520133422748777e-02,-6.228448744877657789e-02
1.148000000000000043e+01,5.214228207330596776e-01,-2.023091730266917548e-03,-6.291214902726469105e-02,5.067373812686143397e-01,-1.879497031935909931e-02,-6.228448744877657789e-02
1.167999999999999972e+01,5.585422843697537276e-01,-3.864549847088623313e-03,-6.019499775959127191e-02,5.466624166844589183e-01,-2.124255834166553086e-02,-5.993666136182006221e-02
1.188000000000000078e+01,5.933817966559613577e-01,-4.583100416840912156e-03,-5.854248090670585714e-02,5.844135270929977644e-01,-2.349388246191132582e-02,-5.889318310095052050e-02
1.209999999999999964e+01,6.367551159150537377e-01,-6.711606891903643124e-03,-5.550761256304975744e-02,6.283408997107526872e-01,-2.602066033448985002e-02,-5.602361788355921662e-02
1.230000000000000071e+01,6.782317498528702693e-01,-1.007870713192447060e-02,-5.317472028795933170e-02,6.664654945198198455e-01,-2.811008249417198609e-02,-5.341492223138530338e-02
1.248000000000000043e+01,7.084327513134964782e-01,-1.143098473391194331e-02,-5.173589104406497996e-02,7.024163732190846776e-01,-2.998990307705196035e-02,-5.106709614442880157e-02
1.267999999999999972e+01,7.470985579096003359e-01,-1.333443581006830275e-02,-4.934433590700445377e-02,7.423668454880835155e-01,-3.197959102036591894e-02,-4.845840049225489526e-02
1.288000000000000078e+01,7.840398016148285576e-01,-1.500776563863279525e-02,-5.072459270839253104e-02,7.808694616455523763e-01,-3.379611237069369417e-02,-4.584970484008100977e-02
1.308000000000000007e+01,8.275413720983598731e-01,-1.812812233850974106e-02,-4.602642557942607238e-02,8.208304870098648287e-01,-3.556065663982321129e-02,-4.115405266616795760e-02
1.327999999999999936e+01,8.670790774307349791e-01,-2.012975049699506150e-02,-4.288557944935833532e-02,8.593460384267918029e-01,-3.707835985702142428e-02,-3.802361788355927696e-02
